65,1102923196,1669027355092,242
456,1102923196,1669027352483,181
39,1102923196,1669027350271,248
66,1102832044,1669027478364,242
676,1102832044,1669027484018,96
37,1102832044,1669027478806,248
467,1102832044,1669027481698,181
65,1103436253,1669027462212,242
107,1103436253,1669027466511,96
460,1103436253,1669027463080,181
37,1103436253,1669027461590,248
71,1103436273,1669027428267,242
505,1103436273,1669027431650,181
35,1103436273,1669027428608,248
68,1102834163,1669027448839,242
186,1102834163,1669027495764,96
466,1102834163,1669027450572,181
32,1102834163,1669027448960,248
67,1102923252,1669027460690,242
3278,1102923252,1669027469646,96
36,1102923252,1669027461022,248
508,1102923252,1669027466243,181
65,1103437200,1669027494674,242
2121,1103437200,1669027463812,96
37,1103437200,1669027458176,248
463,1103437200,1669027497724,181
70,1102921180,1669027489635,242
156,1102921180,1669027490906,96
33,1102921180,1669027322601,248
474,1102921180,1669027489963,181
70,1102924251,1669027443967,242
33,1102924251,1669027446575,96
33,1102924251,1669027443625,248
501,1102924251,1669027444614,181
76,1102833100,1669027478118,242
116,1102833100,1669027484067,96
28,1102833100,1669027478648,248
500,1102833100,1669027480048,181
72,1102830020,1669027455399,242
233,1102830020,1669027290135,96
30,1102830020,1669027455079,248
477,1102830020,1669027456292,181
69,1102832959,1669027496742,242
204,1102832959,1669027498590,96
34,1102832959,1669027496404,248
453,1102832959,1669027497405,181
74,1103436112,1669027432195,242
31,1103436112,1669027432509,248
492,1103436112,1669027434121,181
67,1102832942,1669027481853,242
61,1102832942,1669027484608,96
470,1102832942,1669027482506,181
35,1102832942,1669027481520,248
67,1103436121,1669027445469,242
35,1103436121,1669027445788,248
468,1103436121,1669027447233,181
75,1102923028,1669027343984,242
1673,1102923028,1669027348436,96
33,1102923028,1669027387006,248
494,1102923028,1669027387639,181
71,1102833943,1669027214509,242
73,1102833943,1669027092610,96
33,1102833943,1669027402091,248
467,1102833943,1669027403283,181
66,1102924048,1669027441174,242
102,1102924048,1669027442919,96
39,1102924048,1669027438049,248
481,1102924048,1669027486911,181
65,1103437179,1669027472768,242
61,1103437179,1669027477811,96
38,1103437179,1669027473428,248
477,1103437179,1669027475149,181
67,1103436036,1669027467497,242
336,1103436036,1669027469959,96
38,1103436036,1669027468856,248
476,1103436036,1669027468712,181
73,1103437072,1669027493602,242
277,1103437072,1669027497842,96
488,1103437072,1669027495981,181
31,1103437072,1669027494476,248
68,1103436062,1669027424148,242
466,1103436062,1669027424796,181
35,1103436062,1669027424476,248
70,1102923110,1669027486321,242
110,1102923110,1669027488749,96
38,1102923110,1669027485910,248
430,1102923110,1669027486921,181
66,1102831973,1669027421639,242
461,1102831973,1669027425845,96
35,1102831973,1669027421557,248
466,1102831973,1669027423570,181
78,1103437088,1669027396969,242
54,1103437088,1669027404280,96
30,1103437088,1669027400580,248
523,1103437088,1669026922465,181
71,1103437102,1669027488697,242
47,1103437102,1669027492041,96
32,1103437102,1669027489013,248
463,1103437102,1669027490719,181
67,1102831804,1669027354111,242
113,1102831804,1669027401855,96
46,1102831804,1669027399485,248
440,1102831804,1669027399796,181
68,1102922918,1669027417617,242
447,1102922918,1669027419394,181
34,1102922918,1669027417959,248
67,1102921889,1669027254747,242
53,1102921889,1669027471406,96
38,1102921889,1669027422497,248
885,1102921889,1669027469101,181
75,1102833817,1669027460261,242
28,1102833817,1669027465715,96
504,1102833817,1669027461240,181
28,1102833817,1669027460299,248
68,1102922911,1669027473734,242
70,1102922911,1669027477404,96
36,1102922911,1669027472464,248
463,1102922911,1669027474491,181
66,1102830744,1669027409780,242
204,1102830744,1669027413411,96
35,1102830744,1669027409822,248
590,1102830744,1669027411650,181
68,1102831775,1669027392127,242
74,1102831775,1669027393904,96
38,1102831775,1669027392450,248
461,1102831775,1669027392827,181
59,1102830749,1669027427071,242
47,1102830749,1669027427390,248
460,1102830749,1669027427711,181
69,1102832783,1669027500578,242
254,1102832783,1669027468401,96
34,1102832783,1669027500213,248
483,1102832783,1669027467686,181
72,1102921862,1669027495019,242
51,1102921862,1669027498928,96
32,1102921862,1669027495660,248
489,1102921862,1669027496972,181
67,1102923004,1669027454563,242
96,1102923004,1669027463413,96
447,1102923004,1669027458789,181
38,1102923004,1669027496082,248
70,1102922997,1669027461352,242
161,1102922997,1669027465688,96
36,1102922997,1669027461995,248
524,1102922997,1669027463416,181
68,1102922983,1669027452067,242
56,1102922983,1669027454221,96
36,1102922983,1669027451745,248
489,1102922983,1669027452702,181
72,1103435930,1669027416768,242
349,1103435930,1669027420342,96
560,1103435930,1669027418260,181
32,1103435930,1669027417084,248
68,1103435938,1669027437181,242
472,1103435938,1669027438743,181
35,1103435938,1669027437539,248
64,1102833875,1669027406335,242
85,1102833875,1669027412235,96
481,1102833875,1669027364216,181
42,1102833875,1669027362471,248
68,1103435949,1669027474824,242
462,1103435949,1669027477256,181
35,1103435949,1669027476004,248
65,1102830801,1669027239232,242
170,1102830801,1669027413364,96
39,1102830801,1669027408378,248
487,1102830801,1669027410058,181
65,1102922963,1669027340387,242
27,1102922963,1669027329272,96
42,1102922963,1669027324902,248
533,1102922963,1669027326710,181
73,1102921938,1669026861608,242
21,1102921938,1669027406269,96
864,1102921938,1669027407131,181
40,1102921938,1669027222909,248
69,1102832843,1669027395694,242
212,1102832843,1669027398078,96
477,1102832843,1669027396332,181
34,1102832843,1669027396000,248
66,1102921932,1669027455337,242
253,1102921932,1669027424059,96
467,1102921932,1669027421896,181
37,1102921932,1669027423840,248
69,1102921926,1669027439077,242
413,1102921926,1669027442546,96
500,1102921926,1669027390101,181
36,1102921926,1669027439404,248
74,1102830651,1669027428032,242
54,1102830651,1669027427956,96
35,1102830651,1669027260744,248
577,1102830651,1669027426074,181
64,1102923839,1669027432897,242
274,1102923839,1669027440509,96
472,1102923839,1669027482180,181
41,1102923839,1669027480732,248
69,1103310918,1669027341358,242
67,1103310918,1669027388183,96
35,1103310918,1669027335390,248
446,1103310918,1669027337117,181
68,1102921780,1669027413880,242
1075,1102921780,1669027416246,96
504,1102921780,1669027415218,181
35,1102921780,1669027414398,248
62,1102830636,1669027460059,242
2308,1102830636,1669027464217,96
41,1102830636,1669027460412,248
471,1102830636,1669027462068,181
68,1102920741,1669027429472,242
398,1102920741,1669027432838,96
36,1102920741,1669027429796,248
480,1102920741,1669027431000,181
70,1102833697,1669027475467,242
61,1102833697,1669027479872,96
34,1102833697,1669027476309,248
457,1102833697,1669027476940,181
70,1102920729,1669027403751,242
482,1102920729,1669027404400,181
33,1102920729,1669027404075,248
69,1102920730,1669027230918,242
483,1102920730,1669027238035,181
33,1102920730,1669027228554,248
70,1102833681,1669027488704,242
61,1102833681,1669027490596,96
463,1102833681,1669027490282,181
34,1102833681,1669027489017,248
63,1102832651,1669027362574,242
3651,1102832651,1669027366836,96
460,1102832651,1669027364601,181
40,1102832651,1669027362374,248
69,1102830602,1669027464468,242
83,1102830602,1669027469176,96
478,1102830602,1669027466983,181
31,1102830602,1669027465550,248
67,1103435891,1669027418781,242
101,1103435891,1669027421405,96
36,1103435891,1669027419088,248
466,1103435891,1669027419741,181
71,1103310851,1669027458399,242
1184,1103310851,1669027462536,96
477,1103310851,1669027459076,181
33,1103310851,1669027458066,248
65,1102830712,1669027400860,242
36,1102830712,1669027402575,96
41,1102830712,1669027281012,248
465,1102830712,1669027401738,181
5,1103711238,1669027480369,33
75,1103711238,1669027475149,242
5,1103711238,1669027478823,34
58,1103711238,1669027481593,96
26,1103711238,1669027476866,248
4,1103711238,1669027478207,32
65,1102832745,1669027480008,242
87,1102832745,1669027482838,96
461,1102832745,1669027480377,181
37,1102832745,1669027485995,248
70,1102832737,1669027238069,242
559,1102832737,1669027422500,96
479,1102832737,1669027420186,181
33,1102832737,1669027419362,248
72,1103310877,1669026917747,242
53,1103310877,1669027439749,96
458,1103310877,1669027437873,181
28,1103310877,1669027436269,248
73,1102830675,1669027003401,242
26,1102830675,1669027471240,96
33,1102830675,1669027470142,248
492,1102830675,1669027348006,181
70,1102920779,1669027497840,242
50,1102920779,1669027376609,96
30,1102920779,1669027497516,248
429,1102920779,1669027500294,181
73,1103435832,1669027422963,242
56,1103435832,1669027425240,96
475,1103435832,1669027256845,181
34,1103435832,1669027423287,248
66,1102830522,1669027451603,242
49,1102830522,1669027471078,96
40,1102830522,1669027281552,248
70,1102831551,1669027374436,242
52,1102831551,1669027380286,96
4635,1102831551,1669027495451,181
33,1102831551,1669027501413,248
71,1103436747,1669027424582,242
27,1103436747,1669027463759,96
445,1103436747,1669027428597,181
32,1103436747,1669027461670,248
75,1102830505,1669027217070,242
725,1102830505,1669027163828,96
498,1102830505,1669027347467,181
28,1102830505,1669027343971,248
65,1102831532,1669027389269,242
494,1102831532,1669027389592,181
42,1102831532,1669027388934,248
73,1102921635,1669027470434,242
47,1102921635,1669027474278,96
479,1102921635,1669027471090,181
31,1102921635,1669027470764,248
64,1102923671,1669027462727,242
25,1102923671,1669027467177,96
42,1102923671,1669027462076,248
453,1102923671,1669027464148,181
68,1102922640,1669027473005,242
153,1102922640,1669027481571,96
36,1102922640,1669027473628,248
507,1102922640,1669027476106,181
66,1102923762,1669027377018,242
3603,1102923762,1669027379431,96
473,1102923762,1669027377656,181
37,1102923762,1669027377337,248
71,1102922734,1669027477764,242
29,1102922734,1669027482122,96
481,1102922734,1669027348646,181
34,1102922734,1669027348329,248
75,1102923755,1669027473109,242
78,1102923755,1669027479554,96
35,1102923755,1669027473738,248
449,1102923755,1669027476621,181
64,1103442834,1669027483084,242
3700,1103442834,1669027487428,96
40,1103442834,1669027483400,248
489,1103442834,1669027483960,181
69,1103436708,1669027369365,242
186,1103436708,1669027373860,96
470,1103436708,1669027371789,181
35,1103436708,1669027249154,248
64,1103436705,1669027411551,242
74,1103436705,1669027415543,96
39,1103436705,1669027411243,248
459,1103436705,1669027371902,181
62,1102832607,1669027354576,242
2601,1102832607,1669027405241,96
40,1102832607,1669027354235,248
483,1102832607,1669027355176,181
71,1102922714,1669027485165,242
244,1102922714,1669027487965,96
487,1102922714,1669027486368,181
32,1102922714,1669027485485,248
68,1102832598,1669027488298,242
94,1102832598,1669027491232,96
33,1102832598,1669027488583,248
465,1102832598,1669027489442,181
70,1102830540,1669027170964,242
33,1102830540,1669027352835,248
495,1102830540,1669027359056,181
71,1102830394,1669027472075,242
2485,1102830394,1669027476665,96
455,1102830394,1669027473188,181
32,1102830394,1669027472392,248
72,1102921516,1669027234471,242
191,1102921516,1669027414691,96
32,1102921516,1669027409752,248
458,1102921516,1669027411916,181
59,1102922533,1669027391944,242
98,1102922533,1669027395370,96
40,1102922533,1669027392474,248
440,1102922533,1669027393006,181
71,1102921504,1669027406875,242
31,1102921504,1669027407221,248
458,1102921504,1669027410376,181
67,1103310686,1669027393571,242
36,1103310686,1669027394227,248
474,1103310686,1669027394540,181
68,1102830361,1669027380839,242
33,1102830361,1669027383193,96
437,1102830361,1669027382309,181
34,1102830361,1669027333580,248
65,1102832414,1669027499984,242
140,1102832414,1669027323285,96
465,1102832414,1669027500697,181
35,1102832414,1669027500289,248
65,1102832392,1669027392323,242
214,1102832392,1669027212781,96
36,1102832392,1669027392008,248
468,1102832392,1669027393541,181
65,1102830344,1669027430003,242
716,1102830344,1669027432598,96
38,1102830344,1669027471989,248
459,1102830344,1669027434314,181
71,1103442809,1669027440295,242
460,1103442809,1669027442005,181
31,1103442809,1669027440622,248
68,1103447808,1669027421930,242
42,1103447808,1669027381631,96
41,1103447808,1669027375844,248
477,1103447808,1669027376495,181
66,1102922608,1669027213711,242
51,1102922608,1669023871898,248
453,1102922608,1669017726620,181
68,1102830446,1669027336969,242
479,1102830446,1669027330798,181
36,1102830446,1669027327786,248
66,1102832475,1669027463087,242
21,1102832475,1669027424394,96
41,1102832475,1669027416407,248
446,1102832475,1669027422093,181
67,1102830431,1669026655272,242
54,1102830431,1669027374612,96
37,1102830431,1669027190819,248
474,1102830431,1669027014740,181
72,1103310631,1669027499628,242
34,1103310631,1669027339827,96
35,1103310631,1669027499965,248
507,1103310631,1669027501139,181
72,1102922583,1669027499127,242
31,1102922583,1669027499884,248
485,1102922583,1669027461273,181
68,1102921552,1669027428912,242
2181,1102921552,1669027433160,96
36,1102921552,1669027430340,248
485,1102921552,1669027430687,181
66,1102831445,1669027349235,242
30,1102831445,1669026269605,96
39,1102831445,1669026996756,248
501,1102831445,1669027351227,181
70,1102830412,1669027456568,242
62,1102830412,1669027466086,96
38,1102830412,1669027456875,248
480,1102830412,1669027461765,181
68,1102832450,1669027484059,242
117,1102832450,1669027490409,96
483,1102832450,1669027488153,181
36,1102832450,1669027485123,248
69,1102922566,1669027492668,242
384,1102922566,1669027456239,96
32,1102922566,1669027452416,248
460,1102922566,1669027493234,181
63,1102832448,1669027485070,242
483,1102832448,1669027305820,96
455,1102832448,1669027485402,181
39,1102832448,1669026938238,248
68,1102921539,1669027487829,242
37,1102921539,1669027486260,248
467,1102921539,1669027489878,181
68,1102922428,1669027490505,242
133,1102922428,1669027493706,96
34,1102922428,1669027492372,248
447,1102922428,1669027495333,181
58,1102923449,1669027328680,242
195,1102923449,1669027332582,96
39,1102923449,1669027328102,248
434,1102923449,1669027330248,181
69,1103436482,1669027448736,242
85,1103436482,1669027451001,96
483,1103436482,1669027449598,181
35,1103436482,1669027449268,248
66,1103437517,1669018428498,242
75,1103437517,1669018837104,96
617,1103437517,1669014083177,181
51,1103437517,1669025946229,248
63,1102832311,1669027475352,242
73,1102832311,1669027480779,96
458,1102832311,1669027476542,181
44,1102832311,1669027474614,248
69,1102923438,1669027444290,242
476,1102923438,1669027447886,96
33,1102923438,1669027400546,248
507,1102923438,1669027444939,181
66,1102921387,1669027473309,242
2452,1102921387,1669027480447,96
38,1102921387,1669027474173,248
497,1102921387,1669027475670,181
70,1103310563,1669027460351,242
33,1103310563,1669027414565,248
487,1103310563,1669027464304,181
68,1102832281,1669027457242,242
275,1102832281,1669027461743,96
467,1102832281,1669027459258,181
33,1102832281,1669027457661,248
65,1102923408,1669027338410,242
79,1102923408,1669027384075,96
42,1102923408,1669027138487,248
453,1102923408,1669027331684,181
71,1103310574,1669027390475,242
301,1103310574,1669027349565,96
36,1103310574,1669027390159,248
487,1103310574,1669027390793,181
64,1102832265,1669027266087,242
334,1102832265,1669027451651,96
38,1102832265,1669026720878,248
507,1102832265,1669027451065,181
68,1102921354,1669027396883,242
74,1102921354,1669027399170,96
36,1102921354,1669027397204,248
563,1102921354,1669027397551,181
70,1102921468,1669027491661,242
2709,1102921468,1669027495222,96
31,1102921468,1669027491999,248
479,1102921468,1669027492338,181
68,1103437444,1669027435097,242
2804,1103437444,1669027438203,96
469,1103437444,1669027436606,181
36,1103437444,1669027435397,248
68,1102832383,1669027353763,242
29,1102832383,1669027404718,96
427,1102832383,1669027403233,181
38,1102832383,1669027402920,248
69,1103310470,1669027479501,242
34,1103310470,1669027480056,248
473,1103310470,1669027356292,181
69,1103437453,1669027332306,242
52,1103437453,1669027498162,96
572,1103437453,1669027496087,181
37,1103437453,1669027495763,248
72,1102923505,1669027435621,242
98,1102923505,1669027438582,96
499,1102923505,1669027480199,181
31,1102923505,1669027435936,248
72,1102922483,1669027365222,242
73,1102922483,1669027498397,96
457,1102922483,1669027496309,181
32,1102922483,1669027494143,248
70,1103436427,1669027483437,242
71,1103436427,1669027487666,96
30,1103436427,1669027483757,248
439,1103436427,1669027486659,181
72,1102921459,1669027378329,242
31,1102921459,1669027378885,248
484,1102921459,1669027379755,181
69,1102830324,1669027496637,242
53,1102830324,1669027499966,96
38,1102830324,1669027492599,248
469,1102830324,1669027325871,181
72,1102832362,1669027355104,242
77,1102832362,1669027485667,96
488,1102832362,1669027482999,181
31,1102832362,1669027482679,248
61,1102832355,1669027300967,242
486,1102832355,1669027486785,181
43,1102832355,1669027484745,248
67,1102923481,1669027453032,242
4814,1102923481,1669027457192,96
36,1102923481,1669027453590,248
471,1102923481,1669027410406,181
74,1102832339,1669027456866,242
34,1102832339,1669027419323,96
28,1102832339,1669027456322,248
453,1102832339,1669027458751,181
66,1102923468,1669027494128,242
1532,1102923468,1669027498262,96
37,1102923468,1669027493792,248
473,1102923468,1669027497085,181
71,1102923459,1669027459932,242
126,1102923459,1669027465224,96
32,1102923459,1669027460589,248
464,1102923459,1669027460912,181
69,1103436357,1669027492718,242
23,1103436357,1669027497295,96
36,1103436357,1669027493042,248
472,1103436357,1669027321450,181
70,1103437411,1669027382859,242
65,1103437411,1669027207040,96
448,1103437411,1669027499012,181
38,1103437411,1669027498696,248
65,1103437429,1669027422458,242
66,1103437429,1669027425332,96
38,1103437429,1669027422795,248
461,1103437429,1669027423634,181
64,1103436415,1669027446908,242
146,1103436415,1669027450680,96
39,1103436415,1669027447556,248
456,1103436415,1669027448203,181
68,1103437438,1669027456002,242
389,1103437438,1669027459815,96
492,1103437438,1669027457749,181
36,1103437438,1669027455661,248
70,1102921342,1669027471401,242
53,1102921342,1669027474812,96
471,1102921342,1669027299035,181
38,1102921342,1669027471734,248
60,1102832243,1669027441119,242
470,1102832243,1669027394558,181
46,1102832243,1669027394466,248
65,1103436298,1669027499621,242
194,1103436298,1669027375000,96
464,1103436298,1669027500516,181
39,1103436298,1669027499259,248
68,1103436305,1669027374003,242
59,1103436305,1669027423334,96
33,1103436305,1669027375411,248
444,1103436305,1669027376541,181
68,1103436317,1669027384961,242
35,1103436317,1669027384635,248
483,1103436317,1669027385732,181
72,1103437357,1669027400357,242
734,1103437357,1669027402611,96
483,1103437357,1669027401316,181
31,1103437357,1669027400996,248
72,1102921284,1669027425851,242
117,1102921284,1669027384818,96
38,1102921284,1669027261662,248
535,1102921284,1669027426192,181
